City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed
Madrid,Spain,2023-05-02,72.98,115.32,72.04,31.11,8.81,127.09,13.75,28.22,14.66
Los Angeles,USA,2023-10-01,99.12,73.28,72.1,40.53,7.83,51.5,-6.41,53.94,17.1
Seoul,South Korea,2023-12-25,105.41,65.91,77.0,3.24,6.65,66.13,2.84,65.99,6.73
Cairo,Egypt,2023-06-10,66.12,186.92,82.69,41.62,2.77,77.64,30.81,47.36,3.32
Istanbul,Turkey,2023-07-10,134.01,105.24,11.24,47.08,6.56,20.13,7.14,82.94,13.12
Rio de Janeiro,Brazil,2023-11-23,38.71,158.53,91.45,14.86,1.68,84.25,6.21,13.79,6.47
Los Angeles,USA,2023-10-20,67.39,159.01,42.44,46.59,4.29,25.04,2.93,52.29,2.03
Moscow,Russia,2023-08-14,107.13,84.85,33.42,19.37,8.21,140.75,0.99,10.97,4.23
Dubai,UAE,2023-08-28,131.67,140.24,31.78,38.21,4.2,169.39,39.15,72.71,19.37
New York,USA,2023-07-03,9.7,101.78,8.6,36.72,6.16,131.17,30.36,26.85,13.52
Los Angeles,USA,2023-11-11,120.44,167.81,18.18,28.47,7.11,97.61,31.26,65.17,5.78
Toronto,Canada,2023-01-23,47.17,36.36,73.16,29.15,7.79,199.03,-9.83,88.27,5.94
New York,USA,2023-03-25,88.99,91.0,80.33,15.76,2.63,93.76,6.89,42.28,7.53
Beijing,China,2023-05-01,26.95,122.09,78.37,13.61,1.47,32.19,25.64,20.78,6.35
Seoul,South Korea,2023-05-09,99.31,179.4,99.99,21.97,3.81,127.62,16.8,40.92,13.21
Sydney,Australia,2023-12-09,127.62,108.37,49.34,32.97,4.88,193.06,36.32,34.55,17.85
Seoul,South Korea,2023-12-12,122.78,96.63,12.46,35.11,1.86,153.84,14.69,95.26,6.4
Madrid,Spain,2023-04-19,89.67,193.23,39.53,37.27,2.75,151.67,29.6,15.57,9.02
Paris,France,2023-06-20,71.78,122.81,89.51,9.19,8.25,194.84,37.66,64.41,17.1
Dubai,UAE,2023-09-12,18.88,180.63,70.48,24.56,6.02,29.89,0.34,65.91,19.61
London,UK,2023-11-17,132.78,125.87,26.68,32.29,9.78,114.06,-3.11,12.83,12.45
New York,USA,2023-01-04,147.61,137.08,40.43,24.43,8.19,173.43,4.2,91.43,14.94
Tokyo,Japan,2023-06-16,94.2,64.97,62.59,5.22,4.85,136.1,21.97,35.42,7.72
Sydney,Australia,2023-07-02,118.62,145.42,91.39,40.41,8.24,166.0,-5.7,45.0,3.67
New York,USA,2023-01-07,124.46,10.74,94.25,39.15,0.67,183.88,11.76,80.2,4.76
Tokyo,Japan,2023-07-14,78.92,36.36,10.05,41.36,2.63,86.66,-8.77,72.54,2.99
Rio de Janeiro,Brazil,2023-06-01,36.12,28.54,6.02,36.1,4.79,99.6,15.11,18.39,1.29
Mumbai,India,2023-12-21,132.91,106.89,96.33,47.99,2.01,32.71,-9.58,15.82,14.18
Los Angeles,USA,2023-01-23,20.69,138.7,72.77,17.56,3.78,111.74,27.1,16.98,17.96
Rio de Janeiro,Brazil,2023-07-07,111.09,59.67,36.59,9.27,1.58,46.26,24.75,44.5,6.64
Berlin,Germany,2023-01-14,131.85,116.69,90.02,27.88,8.99,65.23,34.11,74.54,3.37
Beijing,China,2023-09-18,84.67,10.36,57.61,35.13,0.81,38.08,-7.88,81.83,17.4
Beijing,China,2023-10-04,57.71,46.92,50.36,2.94,1.41,53.16,30.72,27.7,5.05
Johannesburg,South Africa,2023-02-22,21.28,15.5,46.81,29.78,7.71,10.05,39.62,94.81,12.02
Cairo,Egypt,2023-05-17,77.06,121.68,26.55,12.46,4.79,43.06,17.32,97.12,17.29
London,UK,2023-01-24,107.95,106.5,59.63,45.7,4.5,109.31,13.63,13.51,2.97
Toronto,Canada,2023-04-06,24.9,34.7,61.78,45.54,0.22,52.74,10.21,18.21,17.75
Istanbul,Turkey,2023-07-23,5.52,116.2,69.35,40.05,4.73,43.19,7.88,92.2,11.4
Paris,France,2023-03-21,110.68,136.45,58.84,19.76,3.1,159.37,13.53,30.46,18.79
Istanbul,Turkey,2023-03-22,89.21,121.95,36.65,11.24,2.87,121.54,-4.75,45.84,14.45
London,UK,2023-06-13,76.39,115.09,82.95,47.64,5.31,188.43,-8.49,72.53,14.63
Bangkok,Thailand,2023-10-18,71.65,186.15,79.05,22.72,9.4,79.51,-7.93,91.34,10.62
Johannesburg,South Africa,2023-06-17,28.91,62.36,31.52,34.83,4.92,177.23,28.63,67.41,17.19
Rio de Janeiro,Brazil,2023-07-10,39.02,105.91,95.95,28.32,2.94,19.21,35.85,35.66,11.21
Mumbai,India,2023-01-14,45.37,53.48,40.95,29.24,5.2,94.79,31.23,54.25,1.52
Madrid,Spain,2023-05-15,95.35,15.99,63.59,8.61,8.27,157.15,12.87,59.49,16.05
Istanbul,Turkey,2023-11-17,38.37,46.46,66.11,15.01,4.72,152.83,-4.97,86.61,2.89
Seoul,South Korea,2023-08-17,20.1,131.44,67.75,1.59,4.53,81.96,15.0,33.17,5.11
Istanbul,Turkey,2023-11-01,19.01,134.42,85.6,33.97,1.13,53.96,35.97,83.82,19.04
Moscow,Russia,2023-02-23,144.12,37.36,82.4,24.31,3.58,93.58,22.17,30.19,7.17
Toronto,Canada,2023-03-15,25.65,193.18,70.91,20.23,5.77,146.74,-3.52,31.28,15.33
Madrid,Spain,2023-02-26,13.13,68.51,36.18,5.63,9.23,32.86,23.36,56.32,2.69
Istanbul,Turkey,2023-04-17,54.07,79.38,36.97,19.32,4.34,164.92,5.95,15.95,3.67
Bangkok,Thailand,2023-03-14,131.89,164.88,18.49,6.48,7.27,34.4,12.98,12.93,18.01
Rio de Janeiro,Brazil,2023-08-05,32.96,116.86,20.67,15.24,1.59,127.54,15.83,38.19,13.99
Los Angeles,USA,2023-07-28,37.59,54.6,60.06,38.77,2.78,54.61,35.97,30.96,17.73
Mexico City,Mexico,2023-03-04,134.98,88.22,74.73,31.77,3.62,88.86,22.5,95.25,1.02
Mumbai,India,2023-01-10,60.21,114.56,29.96,10.91,4.77,176.07,24.28,92.27,4.28
Beijing,China,2023-04-26,138.05,62.9,61.23,25.41,2.09,96.97,-0.62,44.0,16.29
Cairo,Egypt,2023-08-20,39.72,165.63,25.94,31.65,9.26,16.21,-0.62,21.05,2.18
Dubai,UAE,2023-10-25,14.44,90.4,98.73,22.7,6.25,195.25,14.91,53.19,10.52
Cairo,Egypt,2023-02-01,149.26,39.19,54.54,37.17,1.59,70.58,-3.06,72.63,15.62
Istanbul,Turkey,2023-02-01,19.7,90.44,29.32,45.69,8.74,12.52,5.79,22.78,13.12
Johannesburg,South Africa,2023-02-07,135.01,34.32,29.23,31.59,7.44,196.54,2.23,11.94,15.19
Mumbai,India,2023-12-06,67.64,113.92,18.09,6.51,1.13,111.37,-0.47,15.84,12.89
Paris,France,2023-05-02,87.19,142.66,29.56,35.8,5.57,151.49,3.87,94.17,14.93
Beijing,China,2023-09-18,87.72,181.64,28.6,36.42,6.39,153.39,19.58,58.31,10.16
Beijing,China,2023-07-22,41.67,154.08,77.31,35.39,2.59,61.29,-7.59,40.09,9.52
Johannesburg,South Africa,2023-12-12,27.38,171.82,66.01,38.54,4.23,190.64,14.14,88.94,6.59
Mumbai,India,2023-01-24,10.25,137.16,41.98,14.02,2.24,92.63,9.9,75.36,7.24
Beijing,China,2023-12-24,66.24,86.64,15.94,35.67,1.49,163.59,9.08,24.22,18.04
Seoul,South Korea,2023-01-03,25.0,42.08,56.75,8.58,9.65,55.76,4.72,72.7,9.9
London,UK,2023-10-09,67.98,146.17,42.85,15.87,7.55,22.28,-6.99,61.45,4.04
Dubai,UAE,2023-10-15,98.35,101.05,6.79,36.2,8.61,81.92,-2.72,15.22,4.44
Madrid,Spain,2023-11-16,133.03,132.3,96.84,16.81,0.52,113.71,36.1,29.64,17.67
Sydney,Australia,2023-01-09,141.45,60.73,18.68,17.82,3.17,16.53,20.05,20.86,7.32
Bangkok,Thailand,2023-05-09,91.57,112.69,5.01,19.06,9.8,24.86,14.48,15.71,13.47
Cairo,Egypt,2023-06-20,22.57,178.42,73.64,38.32,5.39,143.07,13.35,63.92,15.07
Seoul,South Korea,2023-11-10,133.07,175.55,29.82,31.47,1.97,138.26,12.73,53.41,7.95
Tokyo,Japan,2023-08-11,104.73,84.18,99.78,43.54,9.19,168.0,8.78,71.15,4.81
Mumbai,India,2023-06-09,138.83,127.2,13.13,31.24,9.54,99.14,12.22,89.12,10.58
Cairo,Egypt,2023-10-07,132.43,197.89,26.67,6.81,6.98,112.42,-3.51,53.43,6.04
New York,USA,2023-02-21,17.42,66.45,15.09,17.31,8.46,87.56,22.77,42.98,14.67
Rio de Janeiro,Brazil,2023-03-11,24.25,129.56,89.01,13.03,0.8,119.02,32.08,99.96,12.56
New York,USA,2023-05-10,135.57,77.29,11.18,8.99,2.91,66.71,14.16,16.79,3.57
Johannesburg,South Africa,2023-07-21,14.31,193.67,39.54,47.07,9.42,36.34,-5.54,79.98,18.16
Mexico City,Mexico,2023-07-24,102.92,192.21,99.0,19.28,7.24,59.86,7.06,87.58,16.32
Bangkok,Thailand,2023-03-06,38.86,76.21,78.56,38.35,7.69,113.76,9.31,47.27,2.88
Los Angeles,USA,2023-10-15,83.87,45.75,48.03,49.79,0.72,190.77,-3.28,20.75,8.45
Mexico City,Mexico,2023-09-03,50.75,109.41,15.89,46.98,0.48,33.76,-2.26,97.38,14.95
Istanbul,Turkey,2023-07-21,117.71,198.16,40.27,34.87,1.93,132.07,20.31,41.81,18.64
Mexico City,Mexico,2023-08-25,55.88,16.18,20.99,43.66,8.83,171.0,8.99,78.75,1.35
Rio de Janeiro,Brazil,2023-03-04,93.9,192.59,82.18,40.64,0.29,108.11,27.92,51.12,17.28
Moscow,Russia,2023-04-08,133.66,153.66,7.0,19.53,4.17,37.9,31.78,22.51,2.75
Toronto,Canada,2023-11-23,20.03,158.66,96.41,15.58,4.56,49.68,17.4,77.72,17.26
Mumbai,India,2023-12-02,70.15,116.39,91.99,3.58,1.92,46.09,24.86,45.46,15.04
Istanbul,Turkey,2023-01-02,39.15,187.97,54.49,36.0,4.63,185.84,22.26,69.92,15.97
Madrid,Spain,2023-07-20,59.68,131.5,40.85,4.61,0.11,84.94,18.22,45.62,19.79
Bangkok,Thailand,2023-02-07,89.97,178.49,97.36,46.89,7.33,85.99,-1.51,85.4,16.47
Rio de Janeiro,Brazil,2023-12-01,51.47,118.95,21.46,24.63,4.42,194.42,20.83,27.25,16.85
Beijing,China,2023-10-12,90.48,135.77,39.83,31.87,9.16,169.37,2.08,58.13,15.51
Sydney,Australia,2023-03-01,145.82,106.32,20.78,13.57,7.9,74.61,-2.21,66.87,1.53
Berlin,Germany,2023-08-06,83.28,145.25,26.18,15.29,7.59,102.51,10.91,81.47,10.92
Mexico City,Mexico,2023-04-14,107.27,130.0,44.12,23.66,1.55,160.35,8.41,69.01,3.84
Rio de Janeiro,Brazil,2023-08-27,60.15,77.22,18.71,28.61,9.43,113.65,6.49,40.51,16.89
Toronto,Canada,2023-08-22,45.25,188.13,42.3,23.15,0.11,89.83,-2.85,92.72,16.5
Rio de Janeiro,Brazil,2023-07-21,145.18,67.49,87.69,26.1,6.46,68.06,1.19,81.22,12.19
Berlin,Germany,2023-02-19,134.92,124.29,74.19,15.63,7.03,102.77,22.52,75.05,2.77
London,UK,2023-09-11,76.94,25.03,15.7,30.89,5.28,95.59,25.62,97.68,14.29
London,UK,2023-11-04,135.43,39.49,61.84,9.06,8.73,15.61,30.3,97.22,4.49
New York,USA,2023-06-04,98.38,73.35,93.17,18.54,7.94,57.54,34.68,93.67,0.8
Mexico City,Mexico,2023-01-28,26.64,54.5,38.37,28.4,4.12,24.45,-3.43,98.21,14.76
Moscow,Russia,2023-09-16,19.01,84.42,14.44,41.66,4.83,157.17,16.97,16.32,1.81
New York,USA,2023-01-25,105.06,94.68,73.49,39.81,0.19,155.92,32.62,45.49,6.19
Madrid,Spain,2023-10-25,35.67,77.35,21.98,30.37,2.96,31.2,29.62,38.99,3.28
Seoul,South Korea,2023-08-19,62.13,124.72,71.29,36.68,8.44,129.09,3.6,31.58,14.93
Dubai,UAE,2023-07-17,32.66,122.42,20.98,32.06,1.55,84.04,37.12,15.92,17.62
Johannesburg,South Africa,2023-09-06,59.56,47.19,51.26,7.96,2.09,55.72,34.56,39.95,0.84
Toronto,Canada,2023-05-24,85.83,57.93,53.99,49.83,1.78,104.23,-4.88,58.78,1.55
Johannesburg,South Africa,2023-02-27,113.0,52.44,80.58,33.71,2.74,113.68,10.85,79.62,14.21
Dubai,UAE,2023-08-14,6.73,175.51,14.84,22.21,1.14,174.43,30.88,52.14,14.82
New York,USA,2023-06-20,43.35,108.2,61.78,32.96,5.15,83.58,-1.61,32.95,19.39
Seoul,South Korea,2023-11-27,45.17,19.94,13.39,9.44,7.46,78.44,35.93,29.79,16.78
Los Angeles,USA,2023-03-13,132.3,151.04,6.77,34.16,6.48,11.77,0.08,76.63,15.3
New York,USA,2023-08-27,14.29,180.35,42.39,41.66,7.96,10.16,34.33,49.94,18.57
Dubai,UAE,2023-12-24,37.36,164.99,10.11,39.91,9.37,28.3,-1.48,57.41,19.81
New York,USA,2023-07-02,6.77,163.23,82.88,17.78,8.13,139.36,17.23,50.45,4.7
Beijing,China,2023-07-05,65.71,151.96,9.57,5.53,7.88,94.49,-3.46,45.61,7.97
Dubai,UAE,2023-05-18,76.88,143.35,47.65,3.11,4.0,126.54,30.72,64.06,18.3
Tokyo,Japan,2023-05-07,126.27,97.08,61.05,6.6,9.33,141.77,37.11,31.63,17.24
Tokyo,Japan,2023-09-23,27.9,108.13,90.86,24.18,7.02,14.66,18.22,29.35,13.72
Istanbul,Turkey,2023-05-15,93.26,81.29,50.69,41.18,4.08,182.87,13.59,85.98,5.82
Berlin,Germany,2023-03-22,60.07,128.74,45.72,15.32,5.15,107.34,19.03,55.95,10.02
London,UK,2023-04-12,118.04,194.76,34.12,21.77,3.24,74.47,26.86,49.78,11.53
Johannesburg,South Africa,2023-05-03,147.17,121.15,24.14,43.77,8.43,92.18,-5.62,85.31,16.64
Cairo,Egypt,2023-01-13,45.92,50.66,10.13,7.67,2.28,124.14,25.32,56.07,15.64
Cairo,Egypt,2023-02-18,22.29,110.4,98.27,7.94,9.67,83.98,40.0,66.63,4.73
Istanbul,Turkey,2023-08-12,25.84,165.89,31.29,28.21,4.49,137.86,14.26,43.83,1.12
Istanbul,Turkey,2023-10-16,84.97,38.5,45.07,42.2,1.63,52.06,33.02,90.91,15.62
Seoul,South Korea,2023-03-04,18.23,62.61,47.64,42.87,8.51,58.92,34.67,63.55,14.66
Istanbul,Turkey,2023-06-11,91.89,171.16,46.64,20.37,5.82,88.87,36.47,83.85,11.75
Rio de Janeiro,Brazil,2023-04-27,57.53,44.48,12.55,33.57,6.54,162.69,-8.96,30.74,8.84
Madrid,Spain,2023-09-14,80.25,189.25,71.24,26.41,8.68,130.48,12.68,91.84,12.55
Bangkok,Thailand,2023-07-12,87.15,87.28,71.25,16.6,6.93,28.01,14.47,17.78,11.29
Bangkok,Thailand,2023-06-05,28.16,11.63,72.79,43.72,8.65,103.19,9.53,37.59,16.85
Moscow,Russia,2023-02-08,98.46,148.77,59.97,38.8,3.87,193.4,-4.91,38.19,6.63
Mumbai,India,2023-03-19,37.56,177.99,5.16,33.63,4.07,156.06,-9.39,25.59,13.83
Berlin,Germany,2023-08-12,134.31,107.09,21.76,6.45,4.0,33.37,-7.21,12.82,4.88
Mumbai,India,2023-10-10,117.41,143.88,55.75,25.2,9.1,178.16,3.44,15.01,15.13
Toronto,Canada,2023-01-08,112.94,10.06,17.92,35.95,9.7,145.5,-2.23,38.47,19.57
London,UK,2023-07-11,45.46,67.13,43.54,37.82,7.0,102.72,12.57,47.24,15.19
Mexico City,Mexico,2023-11-22,135.45,162.87,70.81,45.69,1.82,97.88,26.0,42.51,15.58
London,UK,2023-09-27,59.82,115.51,91.84,11.34,6.61,66.04,1.69,84.83,4.42
Tokyo,Japan,2023-07-02,22.33,115.12,30.96,7.3,2.13,139.47,21.7,55.39,10.21
Seoul,South Korea,2023-03-27,14.45,16.33,24.77,37.87,2.19,196.38,-1.68,49.71,2.43
Berlin,Germany,2023-07-19,49.22,24.89,83.06,31.7,0.33,143.71,32.17,79.41,14.04
Bangkok,Thailand,2023-06-02,105.01,198.33,32.15,46.64,7.63,188.05,31.61,61.16,2.01
Toronto,Canada,2023-08-28,41.38,191.02,63.26,10.55,4.22,144.52,-9.06,33.28,9.64
Sydney,Australia,2023-03-27,54.48,74.39,45.07,1.04,6.48,185.93,12.27,52.37,17.42
Toronto,Canada,2023-08-01,127.6,190.37,98.71,48.61,6.12,86.55,29.47,30.32,1.51
Berlin,Germany,2023-12-07,47.52,35.29,41.78,46.56,0.72,106.31,24.83,66.67,18.52
Mumbai,India,2023-05-23,144.17,47.27,27.08,39.2,4.36,114.13,-7.54,35.71,7.1
Dubai,UAE,2023-01-11,79.14,125.07,41.69,41.94,3.21,144.02,-7.41,71.58,12.88
Cairo,Egypt,2023-01-03,67.46,154.57,44.51,37.29,7.93,65.55,-3.64,56.55,4.12
Beijing,China,2023-02-11,127.59,192.12,61.78,19.29,4.88,31.0,38.05,10.74,19.9
Paris,France,2023-04-19,75.78,63.16,6.44,5.45,8.89,174.98,4.61,97.88,6.38
Madrid,Spain,2023-02-16,80.38,85.86,43.86,36.6,1.75,164.77,23.62,12.5,13.71
Cairo,Egypt,2023-12-05,118.54,13.39,79.54,34.92,9.26,69.33,38.53,71.59,8.63
Sydney,Australia,2023-07-23,119.87,53.28,88.56,23.19,9.14,14.57,16.11,34.99,8.25
Mexico City,Mexico,2023-05-10,140.1,112.43,66.37,37.96,2.21,177.21,10.66,24.03,6.82
Tokyo,Japan,2023-04-12,91.88,155.35,65.69,30.87,8.32,61.4,15.78,95.69,5.05
Rio de Janeiro,Brazil,2023-08-07,28.41,77.09,91.09,43.67,2.69,58.43,39.04,84.18,12.15
Bangkok,Thailand,2023-06-13,142.11,194.46,14.39,43.77,8.56,110.02,25.61,48.12,1.6
Seoul,South Korea,2023-06-14,42.86,69.4,16.24,28.82,8.13,159.25,-4.15,79.78,8.73
Istanbul,Turkey,2023-07-22,140.27,41.37,71.65,26.4,6.17,106.93,5.09,70.34,5.56
Paris,France,2023-03-02,68.96,49.41,82.73,10.2,5.97,141.08,32.17,63.59,6.57
London,UK,2023-05-05,111.28,75.96,22.92,6.16,3.34,195.6,32.71,42.37,9.83
Johannesburg,South Africa,2023-06-07,64.92,199.54,51.53,18.29,4.78,89.66,-5.41,53.65,15.94
Rio de Janeiro,Brazil,2023-06-24,41.01,97.85,46.5,2.31,9.67,111.92,-9.3,12.54,15.28
Dubai,UAE,2023-12-27,19.92,51.06,33.03,21.68,1.77,177.58,15.45,50.73,9.7
London,UK,2023-09-28,102.34,196.46,95.77,9.2,8.16,15.13,-0.39,84.78,4.37
Mumbai,India,2023-06-28,119.33,31.89,34.13,43.53,4.53,99.96,-3.01,91.41,8.34
Berlin,Germany,2023-06-16,134.71,179.82,25.29,9.86,3.0,111.4,4.71,19.03,16.4
London,UK,2023-06-21,148.31,44.45,64.95,37.8,5.58,48.06,25.14,65.76,2.35
Cairo,Egypt,2023-10-07,73.53,119.74,24.81,42.13,7.91,163.22,-3.65,44.1,15.34
Moscow,Russia,2023-11-03,116.43,27.16,88.71,46.7,2.72,152.58,-1.61,10.48,5.95
Bangkok,Thailand,2023-05-03,90.17,16.05,5.24,49.73,4.68,135.51,-1.83,21.54,14.54
Rio de Janeiro,Brazil,2023-10-24,110.43,158.68,31.37,26.65,8.8,160.66,30.25,32.13,5.34
Bangkok,Thailand,2023-05-23,100.54,61.99,60.91,43.09,0.14,86.7,-5.19,51.52,1.31
Rio de Janeiro,Brazil,2023-08-05,128.55,55.56,98.68,25.08,2.72,45.1,24.9,31.86,10.08
Johannesburg,South Africa,2023-06-25,44.49,152.25,58.04,19.66,4.17,163.08,39.5,43.55,17.65
Istanbul,Turkey,2023-09-16,146.6,21.99,83.75,33.54,8.85,124.04,37.31,54.85,9.59
Berlin,Germany,2023-04-24,76.31,99.69,46.84,19.5,8.84,58.38,-8.4,61.53,14.72
Moscow,Russia,2023-07-28,132.44,49.06,29.6,46.72,8.84,119.14,20.98,40.65,1.36
Beijing,China,2023-03-02,93.46,66.86,46.1,7.51,9.6,145.11,29.73,11.91,19.79
Cairo,Egypt,2023-01-07,91.03,18.82,19.47,10.75,3.51,26.86,-4.5,92.99,5.69
Mumbai,India,2023-08-10,141.79,16.39,32.94,6.42,7.66,193.49,36.84,12.81,16.32
Berlin,Germany,2023-09-24,61.98,145.31,90.55,4.42,9.4,24.73,29.92,96.2,17.7
Moscow,Russia,2023-11-23,128.85,69.6,77.93,9.21,6.0,33.9,24.1,77.69,4.15
Bangkok,Thailand,2023-01-03,10.35,109.44,72.19,15.96,2.05,50.8,2.82,94.42,2.11
Beijing,China,2023-12-17,114.82,79.88,63.94,13.77,3.57,50.6,9.92,45.63,5.78
Mumbai,India,2023-05-05,28.47,33.64,19.58,12.09,4.58,87.43,25.4,21.48,1.53
Paris,France,2023-08-15,15.01,26.75,43.92,15.81,8.03,189.07,2.92,70.19,6.07
London,UK,2023-04-25,126.42,53.19,10.64,11.5,3.32,83.97,21.34,59.85,3.03
Madrid,Spain,2023-02-17,133.51,19.96,48.46,25.61,8.33,15.86,14.04,66.38,4.31
Paris,France,2023-05-26,13.62,166.2,12.21,49.64,6.62,192.98,5.32,42.51,6.3
Bangkok,Thailand,2023-02-19,66.16,98.7,92.74,12.44,4.29,45.09,34.83,97.1,16.02
London,UK,2023-04-27,74.43,158.87,89.11,44.83,6.38,15.33,-5.71,20.6,4.12
Tokyo,Japan,2023-01-16,36.08,158.44,28.47,49.63,3.14,139.05,8.14,52.93,5.57
Toronto,Canada,2023-04-19,20.22,147.79,38.67,6.66,2.53,16.98,3.67,18.09,17.63
Berlin,Germany,2023-06-26,136.88,116.06,68.19,37.66,6.29,160.76,34.28,26.51,2.22
Beijing,China,2023-04-13,107.89,147.39,34.88,22.93,5.38,181.43,20.45,73.9,16.16
Sydney,Australia,2023-02-07,91.21,187.69,24.55,12.08,0.68,38.82,20.33,67.45,14.91
Berlin,Germany,2023-08-16,69.01,105.7,26.57,49.68,5.84,80.98,-3.42,29.3,18.68
Mumbai,India,2023-02-17,31.36,131.57,64.85,18.61,3.75,10.1,37.13,76.84,4.36
Toronto,Canada,2023-01-24,84.73,170.1,86.94,17.76,0.18,10.33,-8.65,19.46,1.72
Paris,France,2023-02-03,56.28,138.54,36.7,11.8,8.3,151.36,34.94,56.17,10.03
Moscow,Russia,2023-11-21,35.12,66.24,51.52,4.77,3.03,111.04,-8.43,23.39,2.03
Paris,France,2023-03-18,134.22,16.17,18.07,34.73,7.94,81.1,8.73,40.05,14.24
Mexico City,Mexico,2023-01-05,80.32,35.99,13.18,29.34,6.25,190.71,27.43,50.01,16.72
Cairo,Egypt,2023-06-20,12.66,129.93,55.84,25.96,2.34,42.45,32.31,89.55,8.44
Beijing,China,2023-08-07,99.05,56.18,32.34,41.67,5.08,180.93,26.9,77.23,7.68
London,UK,2023-07-24,136.9,33.78,40.7,38.68,4.86,27.26,10.9,83.67,9.37
Johannesburg,South Africa,2023-06-19,52.22,73.44,94.79,48.42,2.52,191.94,-2.79,68.57,3.89
Madrid,Spain,2023-02-06,92.85,54.64,73.19,5.44,4.34,120.98,18.52,86.07,16.37
Dubai,UAE,2023-03-09,87.64,79.16,17.32,35.48,9.36,17.13,5.56,79.53,10.46
London,UK,2023-01-19,142.81,145.24,68.78,38.63,4.63,39.42,37.39,92.31,13.22
Dubai,UAE,2023-12-08,17.38,128.02,91.38,9.01,4.9,35.5,18.32,77.76,8.85
Cairo,Egypt,2023-10-06,90.94,179.69,17.64,17.53,7.5,85.33,34.77,99.92,1.95
Dubai,UAE,2023-05-18,36.89,80.66,47.59,2.66,7.4,62.74,37.27,41.0,1.14
Madrid,Spain,2023-09-02,45.75,82.01,62.23,26.44,3.54,111.87,32.08,25.25,18.25
Mexico City,Mexico,2023-06-24,28.97,174.9,15.89,23.12,6.81,121.38,31.9,46.13,5.54
Beijing,China,2023-09-06,53.92,32.8,60.58,23.35,2.73,14.89,20.16,35.82,5.88
Seoul,South Korea,2023-03-08,76.8,117.41,14.21,1.88,9.59,164.82,16.23,80.53,16.7
Sydney,Australia,2023-06-08,31.52,77.36,54.67,43.0,2.82,151.09,26.51,12.96,1.61
Madrid,Spain,2023-07-02,93.84,46.2,66.07,35.18,7.26,102.05,27.57,68.82,18.48
Madrid,Spain,2023-01-02,92.52,22.58,7.64,6.74,5.53,140.81,24.6,41.72,17.75
Beijing,China,2023-07-24,148.93,24.99,66.91,33.12,6.43,165.74,18.82,36.85,14.28
Tokyo,Japan,2023-12-14,105.56,62.93,50.73,4.18,8.54,167.21,-7.68,79.92,18.09
Madrid,Spain,2023-01-06,42.26,133.44,26.4,1.38,1.05,195.9,12.06,82.63,4.56
Mumbai,India,2023-12-20,7.55,139.57,10.66,40.0,3.68,95.98,37.88,62.41,19.82
Bangkok,Thailand,2023-09-09,86.11,37.6,17.95,45.39,4.94,105.61,25.36,60.19,19.19
Madrid,Spain,2023-12-25,28.91,129.3,91.07,41.42,8.07,193.57,-2.44,26.41,3.63
Istanbul,Turkey,2023-08-14,13.16,193.16,31.26,12.0,9.48,175.17,4.86,41.95,8.53
Dubai,UAE,2023-10-26,140.07,49.81,30.63,20.02,5.31,28.39,11.84,82.4,19.66
Berlin,Germany,2023-07-14,141.17,173.07,21.12,28.46,1.88,183.97,-5.97,11.95,13.2
Seoul,South Korea,2023-06-27,80.03,62.66,68.49,45.19,4.09,78.58,17.58,79.78,15.86
Johannesburg,South Africa,2023-04-20,100.88,163.55,51.79,14.75,4.83,187.68,11.29,75.53,2.1
Dubai,UAE,2023-06-07,21.46,160.82,72.24,29.37,4.24,61.23,23.05,41.3,0.78
Paris,France,2023-10-23,36.38,15.3,29.93,22.77,8.6,193.3,-9.15,28.49,13.99
Paris,France,2023-05-01,38.08,21.81,81.68,13.03,0.28,135.57,-8.12,90.73,3.19
Istanbul,Turkey,2023-01-08,124.09,192.03,78.87,17.04,5.82,69.42,27.07,63.11,12.5
Cairo,Egypt,2023-06-11,100.12,163.32,6.62,10.67,6.73,62.56,39.48,50.21,9.22
Cairo,Egypt,2023-06-23,11.84,119.6,24.95,14.75,6.52,108.71,-5.2,15.42,5.05
Rio de Janeiro,Brazil,2023-02-22,91.76,143.92,50.24,17.1,3.08,185.82,37.2,35.47,2.95
Beijing,China,2023-05-14,45.73,67.03,90.09,9.56,9.17,137.02,27.31,78.88,16.0
Paris,France,2023-02-22,78.1,90.39,21.28,40.62,1.7,59.0,0.87,34.21,18.7
Istanbul,Turkey,2023-02-04,129.98,64.43,67.21,16.29,9.24,102.81,3.83,69.85,5.77
Istanbul,Turkey,2023-06-24,7.08,26.61,23.18,11.9,2.62,154.79,22.99,82.02,5.83
Seoul,South Korea,2023-10-25,62.2,127.95,88.59,33.15,8.47,149.37,12.76,21.71,3.58
Dubai,UAE,2023-10-14,112.53,34.3,31.7,11.1,2.99,121.94,12.55,45.5,11.57
Toronto,Canada,2023-07-11,114.27,103.2,7.51,12.57,5.14,188.57,9.51,85.01,11.85
Moscow,Russia,2023-11-09,111.7,130.19,68.63,43.32,6.42,21.26,9.92,77.03,12.66
Johannesburg,South Africa,2023-04-21,34.37,116.13,6.62,42.05,6.39,13.91,4.29,30.07,14.3
Toronto,Canada,2023-05-18,83.3,154.98,62.67,38.06,6.01,175.12,24.05,65.15,6.44
